Feature,TimeTrainMatrix,TimeTrainCommDetect,Threshold,RandIndex,TimeTrainClus,Cluster,AMI
19,9.622674465179443,15.244506359100342,0.8,0.7364087384307513,0.4346127510070801,11,0.2138788868102892
