Feature,RandIndex,AMI,Cluster,TimeTrainMatrix,TimeTrainCommDetect,Threshold,TimeTrainClus
19,0.7298492462311558,0.3727260975490583,2,5.567605495452881,6.663112163543701,0.8,0.1130683422088623
