Feature,TimeTrainCommDetect,AMI,TimeTrainClus,RandIndex,Cluster,Threshold,TimeTrainMatrix
19,5.089465141296387,0.8062078914240451,0.014416933059692383,0.9298701298701298,2,0.8,5.120199680328369
