Feature,AMI,Threshold,TimeTrainCommDetect,TimeTrainClus,Cluster,TimeTrainMatrix,RandIndex
19,0.5433411454233146,0.8,44.42445158958435,3.200568675994873,2,24.741183757781982,0.8010545938748336
