Feature,TimeTrainCommDetect,AMI,TimeTrainClus,TimeTrainMatrix,RandIndex,Cluster,Threshold
19,5.97291374206543,0.17365488108947172,0.05143094062805176,6.705375909805298,0.6811242192921583,6,0.8
