Feature,Threshold,RandIndex,AMI,TimeTrainMatrix,Cluster,TimeTrainClus,TimeTrainCommDetect
19,0.8,0.6969346733668341,0.35007843547770395,5.667636394500732,2,0.12138700485229492,7.275655031204224
