Feature,TimeTrainCommDetect,Cluster,Threshold,AMI,TimeTrainClus,TimeTrainMatrix,RandIndex
19,5.696533679962158,4,0.8,0.1487803717885575,0.015955209732055664,6.607266187667847,0.6293785310734463
