Feature,TimeTrainMatrix,RandIndex,TimeTrainCommDetect,TimeTrainClus,Cluster,Threshold,AMI
19,7.593837738037109,0.6844504626495148,8.724128484725952,0.1378166675567627,3,0.8,0.26121110230154526
