Feature,RandIndex,Threshold,TimeTrainCommDetect,TimeTrainMatrix,TimeTrainClus,Cluster,AMI
19,0.7396358543417367,0.8,7.130367755889893,6.287061452865601,0.043435096740722656,3,0.42765444440688954
