Feature,TimeTrainMatrix,RandIndex,TimeTrainClus,TimeTrainCommDetect,Cluster,AMI,Threshold
19,96.92699384689331,0.8803119688031197,9.762933015823364,102.67908048629761,2,0.6832762817857962,0.8
