Feature,TimeTrainMatrix,Cluster,TimeTrainCommDetect,TimeTrainClus,Threshold,RandIndex,AMI
19,5.403489351272583,3,5.642340421676636,0.04388284683227539,0.8,0.6890751086281812,0.3229807418093334
