Feature,Cluster,RandIndex,TimeTrainMatrix,Threshold,TimeTrainClus,TimeTrainCommDetect,AMI
19,3,0.5466417445482866,18.687680959701538,0.8,1.1185438632965088,27.743218898773193,0.02325050968191836
