Feature,AMI,Cluster,Threshold,RandIndex,TimeTrainCommDetect,TimeTrainMatrix,TimeTrainClus
19,0.09095709807903803,2,0.8,0.5610741482965932,33.68344736099243,23.586726665496826,1.870927333831787
